Kata,Score,Avg Score,Won?,Karateka,Round #,Tournament
Kousoukun Sho,40.3,8.06,TRUE,Nakaji Hisami,rr,2025 Cairo
Ohan Dai,38.1,7.62,FALSE,Tamara Lehner,rr,2025 Cairo
Gojushiho Dai,38.1,7.62,FALSE,Mariam Elezaby,rr,2025 Cairo
Chibana,39.6,7.92,TRUE,Carola Casale,rr,2025 Cairo
Suparinpei,38.5,7.7,TRUE,Garcia Lozano Paola,rr,2025 Cairo
Anan Dai,37.3,7.46,FALSE,Ana Cruz,rr,2025 Cairo
Papuren,37.4,7.48,FALSE,Rimas Assi,rr,2025 Cairo
Kururunfa,38.7,7.74,TRUE,Dilara Bozan,rr,2025 Cairo
Chatanyara,37.7,7.54,TRUE,Ana Cruz,rr,2025 Cairo
Suparinpei,37.1,7.42,FALSE,Rimas Assi,rr,2025 Cairo
Papuren,40.4,8.08,TRUE,Garcia Lozano Paola,rr,2025 Cairo
Papuren,38.6,7.72,FALSE,Dilara Bozan,rr,2025 Cairo
Kururunfa,41.3,8.26,TRUE,Garcia Lozano Paola,rr,2025 Cairo
Kururunfa,38.7,7.74,FALSE,Rimas Assi,rr,2025 Cairo
Papuren,37.8,7.56,FALSE,Ana Cruz,rr,2025 Cairo
Ohan Dai,39.1,7.82,TRUE,Dilara Bozan,rr,2025 Cairo
Anan Dai,38.2,7.64,TRUE,Xenou Georgia Archontia,rr,2025 Cairo
Gojushiho Sho,37.4,7.48,FALSE,Aya Hesham,rr,2025 Cairo
Papuren,39.3,7.86,TRUE,Natsuki Shimizu,rr,2025 Cairo
Suparinpei,38.7,7.74,FALSE,Terryana D'Onofrio,rr,2025 Cairo
Kanku Sho,37.7,7.54,FALSE,Aya Hesham,rr,2025 Cairo
Kururunfa,39.5,7.9,TRUE,Natsuki Shimizu,rr,2025 Cairo
Papuren,38.1,7.62,FALSE,Xenou Georgia Archontia,rr,2025 Cairo
Chatanyara,38.5,7.7,TRUE,Terryana D'Onofrio,rr,2025 Cairo
Chibana,38.2,7.64,FALSE,Xenou Georgia Archontia,rr,2025 Cairo
Shisochin,39.6,7.92,TRUE,Natsuki Shimizu,rr,2025 Cairo
Gojushiho Dai,38,7.6,FALSE,Aya Hesham,rr,2025 Cairo
Papuren,39.6,7.92,TRUE,Terryana D'Onofrio,rr,2025 Cairo
Tomari Bassai,37.3,7.46,TRUE,Sakura Alforte,rr,2025 Cairo
Papuren,37.3,7.46,FALSE,Carolina Amato,rr,2025 Cairo
Ohan Dai,38.9,7.78,FALSE,Sakura Alforte,rr,2025 Cairo
Chibana,41.1,8.22,TRUE,Grace Lau,rr,2025 Cairo
Chatanyara,37.4,7.48,FALSE,Carolina Amato,rr,2025 Cairo
Tomari Bassai,40.4,8.08,TRUE,Grace Lau,rr,2025 Cairo
Kururunfa,41.4,8.28,TRUE,Rita Marques,r1,2025 Cairo
Suparinpei,40.9,8.18,FALSE,Kiri Mishima,r1,2025 Cairo
Enpi,40.4,8.08,FALSE,Jana Khamis,r1,2025 Cairo
Suparinpei,41.8,8.36,TRUE,Maho Ono,r1,2025 Cairo
Chibana,40.8,8.16,FALSE,Nakaji Hisami,r1,2025 Cairo
Chatanyara,40.9,8.18,TRUE,Garcia Lozano Paola,r1,2025 Cairo
Kusanku,40,8,FALSE,Natsuki Shimizu,r1,2025 Cairo
Suparinpei,41.7,8.34,TRUE,Grace Lau,r1,2025 Cairo
Anan,40,8,FALSE,Rita Marques,r2,2025 Cairo
Chibana,42.3,8.46,TRUE,Maho Ono,r2,2025 Cairo
Chibana,40.8,8.16,FALSE,Garcia Lozano Paola,r2,2025 Cairo
Papuren,42.2,8.44,TRUE,Grace Lau,r2,2025 Cairo
Chatanyara,43.9,8.78,FALSE,Maho Ono,r3,2025 Cairo
Chatanyara,44.4,8.88,TRUE,Grace Lau,r3,2025 Cairo
Unsu,41.2,8.24,FALSE,Jana Khamis,rpc,2025 Cairo
Suparinpei,42.8,8.56,TRUE,Rita Marques,rpc,2025 Cairo
Suparinpei,42,8.4,FALSE,Natsuki Shimizu,rpc,2025 Cairo
Chatanyara,42,8.4,TRUE,Garcia Lozano Paola,rpc,2025 Cairo
Papuren,38.4,7.68,FALSE,Lo Sum Man,rr,2025 Rabat
Papuren,38.7,7.74,TRUE,Xenou Georgia Archontia,rr,2025 Rabat
Unsu,38.5,7.7,FALSE,Helvetia Taily,rr,2025 Rabat
Papuren,40.1,8.02,TRUE,Terryana D'Onofrio,rr,2025 Rabat
Anan Dai,40,8,TRUE,Xenou Georgia Archontia,rr,2025 Rabat
Gojushiho Dai,39.1,7.82,FALSE,Helvetia Taily,rr,2025 Rabat
Chibana,38.3,7.66,FALSE,Lo Sum Man,rr,2025 Rabat
Kururunfa,40.5,8.1,TRUE,Terryana D'Onofrio,rr,2025 Rabat
Chatanyara,38.7,7.74,FALSE,Lo Sum Man,rr,2025 Rabat
Gojushiho Sho,39.7,7.94,TRUE,Helvetia Taily,rr,2025 Rabat
Chatanyara,40.7,8.14,FALSE,Xenou Georgia Archontia,rr,2025 Rabat
Oyadomari No Passai,41.2,8.24,TRUE,Terryana D'Onofrio,rr,2025 Rabat
Chatanyara,38.1,7.62,TRUE,Rita Siebert,rr,2025 Rabat
Gojushiho Dai,37.3,7.46,FALSE,Ninon Vaucelle-Spelle,rr,2025 Rabat
Papuren,39.1,7.82,FALSE,Rita Siebert,rr,2025 Rabat
Paiku,41.6,8.32,TRUE,Kiri Mishima,rr,2025 Rabat
Gojushiho Sho,38.4,7.68,FALSE,Ninon Vaucelle-Spelle,rr,2025 Rabat
Papuren,40.9,8.18,TRUE,Kiri Mishima,rr,2025 Rabat
Gojushiho Sho,38.7,7.74,TRUE,Aya Hesham,rr,2025 Rabat
Ohan,37.9,7.58,FALSE,Sakura Alforte,rr,2025 Rabat
Chatanyara,38.9,7.78,FALSE,Nakaji Hisami,rr,2025 Rabat
Suparinpei,39.8,7.96,TRUE,Carola Casale,rr,2025 Rabat
Anan,39.3,7.86,FALSE,Sakura Alforte,rr,2025 Rabat
Papuren,41.1,8.22,TRUE,Nakaji Hisami,rr,2025 Rabat
Gojushiho Dai,40.2,8.04,TRUE,Aya Hesham,rr,2025 Rabat
Papuren,39.8,7.96,FALSE,Carola Casale,rr,2025 Rabat
Unsu,39.6,7.92,TRUE,Aya Hesham,rr,2025 Rabat
Paiku,39.3,7.86,FALSE,Nakaji Hisami,rr,2025 Rabat
Ohan Dai,39,7.8,FALSE,Sakura Alforte,rr,2025 Rabat
Kururunfa,40.3,8.06,TRUE,Carola Casale,rr,2025 Rabat
Suparinpei,39.8,7.96,TRUE,Garcia Lozano Paola,rr,2025 Rabat
Sansai,38.4,7.68,FALSE,Jasmin Juettner,rr,2025 Rabat
Chatanyara,39.8,7.96,FALSE,Garcia Lozano Paola,rr,2025 Rabat
Papuren,41,8.2,TRUE,Maho Ono,rr,2025 Rabat
Unsu,38.4,7.68,FALSE,Jasmin Juettner,rr,2025 Rabat
Nipaipo,40.8,8.16,TRUE,Maho Ono,rr,2025 Rabat
Gojushiho Dai,38.9,7.78,TRUE,Jana Khamis,rr,2025 Rabat
Ohan Dai,37.6,7.52,FALSE,Miriam Ederar,rr,2025 Rabat
Papuren,39.8,7.96,TRUE,Ana Cruz,rr,2025 Rabat
Kururunfa,39.6,7.92,FALSE,Natsuki Shimizu,rr,2025 Rabat
Papuren,38.6,7.72,FALSE,Miriam Ederar,rr,2025 Rabat
Anan,40.2,8.04,TRUE,Ana Cruz,rr,2025 Rabat
Gojushiho Sho,39.6,7.92,TRUE,Jana Khamis,rr,2025 Rabat
Papuren,39,7.8,FALSE,Natsuki Shimizu,rr,2025 Rabat
Unsu,39.1,7.82,FALSE,Jana Khamis,rr,2025 Rabat
Anan Dai,40.9,8.18,TRUE,Ana Cruz,rr,2025 Rabat
Suparinpei,38.6,7.72,FALSE,Miriam Ederar,rr,2025 Rabat
Suparinpei,38.9,7.78,TRUE,Natsuki Shimizu,rr,2025 Rabat
Anan Dai,38.6,7.72,TRUE,Rita Marques,rr,2025 Rabat
Suparinpei,38.4,7.68,FALSE,Alexandra Feracci,rr,2025 Rabat
Chibana,40,8,FALSE,Saeko Azuma,rr,2025 Rabat
Papuren,40.2,8.04,TRUE,Sakura Kokumai,rr,2025 Rabat
Papuren,38.5,7.7,FALSE,Alexandra Feracci,rr,2025 Rabat
Suparinpei,40.3,8.06,TRUE,Saeko Azuma,rr,2025 Rabat
Suparinpei,39.9,7.98,FALSE,Rita Marques,rr,2025 Rabat
Chibana,40.9,8.18,TRUE,Sakura Kokumai,rr,2025 Rabat
Kururunfa,39.6,7.92,FALSE,Rita Marques,rr,2025 Rabat
Oyadomari No Passai,41,8.2,TRUE,Saeko Azuma,rr,2025 Rabat
Chatanyara,38.5,7.7,FALSE,Alexandra Feracci,rr,2025 Rabat
Kururunfa,40.7,8.14,TRUE,Sakura Kokumai,rr,2025 Rabat
Papuren,38.4,7.68,TRUE,Zapata Machado Valentina,rr,2025 Rabat
Kururunfa,37.8,7.56,FALSE,Carolina Amato,rr,2025 Rabat
Gankaku,38.7,7.74,TRUE,Aya En-Nesyry,rr,2025 Rabat
Papuren,37.6,7.52,FALSE,Wong Sze Man,rr,2025 Rabat
Anan,38.1,7.62,FALSE,Carolina Amato,rr,2025 Rabat
Gojushiho Sho,40.1,8.02,TRUE,Aya En-Nesyry,rr,2025 Rabat
Chibana,39.2,7.84,TRUE,Zapata Machado Valentina,rr,2025 Rabat
Papuren,38.1,7.62,FALSE,Wong Sze Man,rr,2025 Rabat
Chatanyara,38.8,7.76,FALSE,Zapata Machado Valentina,rr,2025 Rabat
Gojushiho Dai,39.6,7.92,TRUE,Aya En-Nesyry,rr,2025 Rabat
Papuren,37.7,7.54,FALSE,Carolina Amato,rr,2025 Rabat
Tomari Bassai,38.2,7.64,TRUE,Wong Sze Man,rr,2025 Rabat
Papuren,38.5,7.7,FALSE,Tamara Lehner,rr,2025 Rabat
Gojushiho Dai,39.1,7.82,TRUE,Mai-Linh Bui,rr,2025 Rabat
Chibana,37.8,7.56,FALSE,Tamara Lehner,rr,2025 Rabat
Chibana,41.1,8.22,TRUE,Grace Lau,rr,2025 Rabat
Gojushiho Sho,38.7,7.74,FALSE,Mai-Linh Bui,rr,2025 Rabat
Tomari Bassai,40.4,8.08,TRUE,Grace Lau,rr,2025 Rabat
Suparinpei,41.6,8.32,TRUE,Terryana D'Onofrio,r1,2025 Rabat
Chibana,41.4,8.28,FALSE,Kiri Mishima,r1,2025 Rabat
Sochin,40.4,8.08,FALSE,Aya Hesham,r1,2025 Rabat
Suparinpei,42.4,8.48,TRUE,Maho Ono,r1,2025 Rabat
Chatanyara,40.9,8.18,FALSE,Ana Cruz,r1,2025 Rabat
Chatanyara,41.3,8.26,TRUE,Sakura Kokumai,r1,2025 Rabat
Kanku Sho,40.4,8.08,FALSE,Aya En-Nesyry,r1,2025 Rabat
Suparinpei,41.8,8.36,TRUE,Grace Lau,r1,2025 Rabat
Chibana,41,8.2,FALSE,Terryana D'Onofrio,r2,2025 Rabat
Chibana,42.6,8.52,TRUE,Maho Ono,r2,2025 Rabat
Suparinpei,41.6,8.32,FALSE,Sakura Kokumai,r2,2025 Rabat
Papuren,42,8.4,TRUE,Grace Lau,r2,2025 Rabat
Chatanyara,43.6,8.72,FALSE,Maho Ono,r3,2025 Rabat
Chatanyara,43.9,8.78,TRUE,Grace Lau,r3,2025 Rabat
Kanku Sho,40.4,8.08,FALSE,Aya Hesham,rpc,2025 Rabat
Suparinpei,41.9,8.38,TRUE,Terryana D'Onofrio,rpc,2025 Rabat
Unsu,41.2,8.24,TRUE,Aya En-Nesyry,rpc,2025 Rabat
Papuren,41.1,8.22,FALSE,Sakura Kokumai,rpc,2025 Rabat
Kururunfa,39.8,7.96,TRUE,Garcia Lozano Paola,rr,2025 Worlds
Papuren,31,6.2,FALSE,Anicha Romba,rr,2025 Worlds
Chibana,38.7,7.74,FALSE,Diana Oligino,rr,2025 Worlds
Chibana,39.8,7.96,TRUE,Yiwei Tao,rr,2025 Worlds
Unsu,,,FALSE,Anicha Romba,rr,2025 Worlds
Kishimoto,40.1,8.02,TRUE,Diana Oligino,rr,2025 Worlds
Suparinpei,41.4,8.28,TRUE,Garcia Lozano Paola,rr,2025 Worlds
Papuren,40.3,8.06,FALSE,Yiwei Tao,rr,2025 Worlds
Chibana,42,8.4,TRUE,Garcia Lozano Paola,rr,2025 Worlds
Suparinpei,40,8,FALSE,Diana Oligino,rr,2025 Worlds
Kousoukun Sho,31.9,6.38,FALSE,Anicha Romba,rr,2025 Worlds
Kururunfa,38.4,7.68,TRUE,Yiwei Tao,rr,2025 Worlds
Anan Dai,38.6,7.72,TRUE,Leong Wai Yee Shannon,rr,2025 Worlds
Papuren,38.5,7.7,FALSE,Claudia Laos-Loo,rr,2025 Worlds
Kururunfa,38.8,7.76,FALSE,Veronika Miskova,rr,2025 Worlds
Kururunfa,40.7,8.14,TRUE,Terryana D'Onofrio,rr,2025 Worlds
Chatanyara,38.7,7.74,FALSE,Claudia Laos-Loo,rr,2025 Worlds
Papuren,39.2,7.84,TRUE,Veronika Miskova,rr,2025 Worlds
Suparinpei,38.5,7.7,FALSE,Leong Wai Yee Shannon,rr,2025 Worlds
Chibana,41,8.2,TRUE,Terryana D'Onofrio,rr,2025 Worlds
Ohan Dai,39.1,7.82,TRUE,Leong Wai Yee Shannon,rr,2025 Worlds
Matsumura Bassai,37.8,7.56,FALSE,Veronika Miskova,rr,2025 Worlds
Suparinpei,38.6,7.72,FALSE,Claudia Laos-Loo,rr,2025 Worlds
Chatanyara,39.9,7.98,TRUE,Terryana D'Onofrio,rr,2025 Worlds
Paiku,39,7.8,TRUE,Sakura Alforte,rr,2025 Worlds
Kishimoto,36.6,7.32,FALSE,Holly Wigg,rr,2025 Worlds
Chibana,36.9,7.38,FALSE,Quiroz Castillo Yaneth,rr,2025 Worlds
Papuren,39,7.8,TRUE,Chiara Manca,rr,2025 Worlds
Chatanyara,37.2,7.44,FALSE,Holly Wigg,rr,2025 Worlds
Papuren,37.6,7.52,TRUE,Quiroz Castillo Yaneth,rr,2025 Worlds
Ohan Dai,38.9,7.78,TRUE,Sakura Alforte,rr,2025 Worlds
Suparinpei,38.3,7.66,FALSE,Chiara Manca,rr,2025 Worlds
Chibana,39.6,7.92,TRUE,Sakura Alforte,rr,2025 Worlds
Chatanyara,36.8,7.36,FALSE,Quiroz Castillo Yaneth,rr,2025 Worlds
Papuren,36.5,7.3,FALSE,Holly Wigg,rr,2025 Worlds
Tomari Bassai,38.7,7.74,TRUE,Chiara Manca,rr,2025 Worlds
Gojushiho Dai,38.6,7.72,FALSE,Narimene Dahleb,rr,2025 Worlds
Anan Dai,38.9,7.78,TRUE,Xenou Georgia Archontia,rr,2025 Worlds
Matsumura Bassai,37.9,7.58,FALSE,Mia Karlsson,rr,2025 Worlds
Nipaipo,41,8.2,TRUE,Maho Ono,rr,2025 Worlds
Chibana,39.1,7.82,TRUE,Xenou Georgia Archontia,rr,2025 Worlds
Kururunfa,37,7.4,FALSE,Mia Karlsson,rr,2025 Worlds
Gankaku,38.4,7.68,FALSE,Narimene Dahleb,rr,2025 Worlds
Suparinpei,40.9,8.18,TRUE,Maho Ono,rr,2025 Worlds
Unsu,39,7.8,TRUE,Narimene Dahleb,rr,2025 Worlds
Papuren,37.9,7.58,FALSE,Mia Karlsson,rr,2025 Worlds
Kururunfa,39.6,7.92,FALSE,Xenou Georgia Archontia,rr,2025 Worlds
Chatanyara,41.3,8.26,TRUE,Maho Ono,rr,2025 Worlds
Kanku Sho,38.4,7.68,TRUE,Aya En-Nesyry,rr,2025 Worlds
Chibana,37.2,7.44,FALSE,Sofia Fialkova,rr,2025 Worlds
Papuren,37.6,7.52,FALSE,Stephanie Dimovska,rr,2025 Worlds
Suparinpei,39.3,7.86,TRUE,Sadeghi Dastak Fatemeh,rr,2025 Worlds
Papuren,38,7.6,TRUE,Sofia Fialkova,rr,2025 Worlds
Suparinpei,37.9,7.58,FALSE,Stephanie Dimovska,rr,2025 Worlds
Gojushiho Dai,38.2,7.64,FALSE,Aya En-Nesyry,rr,2025 Worlds
Chibana,39.5,7.9,TRUE,Sadeghi Dastak Fatemeh,rr,2025 Worlds
Gojushiho Sho,38.3,7.66,TRUE,Aya En-Nesyry,rr,2025 Worlds
Chatanyara,36.8,7.36,FALSE,Stephanie Dimovska,rr,2025 Worlds
Anan Dai,37.5,7.5,FALSE,Sofia Fialkova,rr,2025 Worlds
Anan Dai,39.2,7.84,TRUE,Sadeghi Dastak Fatemeh,rr,2025 Worlds
Sansai,38.1,7.62,FALSE,Jasmin Bleul,rr,2025 Worlds
Papuren,39.7,7.94,TRUE,Gabrielle Henrique,rr,2025 Worlds
Papuren,38.8,7.76,FALSE,Dilara Bozan,rr,2025 Worlds
Papuren,39.1,7.82,TRUE,Sakura Kokumai,rr,2025 Worlds
Chibana,38.6,7.72,TRUE,Gabrielle Henrique,rr,2025 Worlds
Kururunfa,38.2,7.64,FALSE,Dilara Bozan,rr,2025 Worlds
Gojushiho Sho,38.3,7.66,FALSE,Jasmin Bleul,rr,2025 Worlds
Chibana,38.9,7.78,TRUE,Sakura Kokumai,rr,2025 Worlds
Gojushiho Dai,39,7.8,TRUE,Jasmin Bleul,rr,2025 Worlds
Anan Dai,38.2,7.64,FALSE,Dilara Bozan,rr,2025 Worlds
Chatanyara,39.9,7.98,TRUE,Gabrielle Henrique,rr,2025 Worlds
Kururunfa,39.4,7.88,FALSE,Sakura Kokumai,rr,2025 Worlds
Suparinpei,38.8,7.76,TRUE,Zapata Machado Valentina,rr,2025 Worlds
Papuren,36.1,7.22,FALSE,Thing Sanu Maya,rr,2025 Worlds
Gojushiho Dai,39.2,7.84,TRUE,Aya Hesham,rr,2025 Worlds
Unsu,38,7.6,FALSE,Helvetia Taily,rr,2025 Worlds
Chatanyara,35.5,7.1,FALSE,Thing Sanu Maya,rr,2025 Worlds
Kanku Sho,39.4,7.88,TRUE,Aya Hesham,rr,2025 Worlds
Chatanyara,39.1,7.82,FALSE,Zapata Machado Valentina,rr,2025 Worlds
Gojushiho Dai,39.4,7.88,TRUE,Helvetia Taily,rr,2025 Worlds
Chibana,39,7.8,FALSE,Zapata Machado Valentina,rr,2025 Worlds
Unsu,39.9,7.98,TRUE,Aya Hesham,rr,2025 Worlds
Anan Dai,36.8,7.36,FALSE,Thing Sanu Maya,rr,2025 Worlds
Kanku Sho,39.5,7.9,TRUE,Helvetia Taily,rr,2025 Worlds
Anan Dai,38.3,7.66,FALSE,Lovelly Anne Robberth,rr,2025 Worlds
Anan Dai,40,8,TRUE,Ana Cruz,rr,2025 Worlds
Anan,37.1,7.42,FALSE,Lovelly Anne Robberth,rr,2025 Worlds
Unsu,40.9,8.18,TRUE,Grace Lau,rr,2025 Worlds
Kururunfa,39.4,7.88,FALSE,Ana Cruz,rr,2025 Worlds
Tomari Bassai,41.2,8.24,TRUE,Grace Lau,rr,2025 Worlds
Papuren,41.2,8.24,TRUE,Ana Cruz,r1,2025 Worlds
Papuren,40.6,8.12,FALSE,Garcia Lozano Paola,r1,2025 Worlds
Gankaku,39.2,7.84,FALSE,Helvetia Taily,r1,2025 Worlds
Papuren,41.4,8.28,TRUE,Terryana D'Onofrio,r1,2025 Worlds
Chatanyara,39.9,7.98,TRUE,Sakura Kokumai,r1,2025 Worlds
Anan Dai,38.9,7.78,FALSE,Sakura Alforte,r1,2025 Worlds
Gankaku,39.3,7.86,FALSE,Aya En-Nesyry,r1,2025 Worlds
Chibana,41.4,8.28,TRUE,Maho Ono,r1,2025 Worlds
Chatanyara,40.4,8.08,TRUE,Xenou Georgia Archontia,r1,2025 Worlds
Chatanyara,40,8,FALSE,Sadeghi Dastak Fatemeh,r1,2025 Worlds
Chatanyara,39.8,7.96,TRUE,Chiara Manca,r1,2025 Worlds
Suparinpei,38.6,7.72,FALSE,Gabrielle Henrique,r1,2025 Worlds
Anan,38.4,7.68,FALSE,Leong Wai Yee Shannon,r1,2025 Worlds
Gojushiho Sho,40.2,8.04,TRUE,Aya Hesham,r1,2025 Worlds
Anan Dai,39.4,7.88,FALSE,Yiwei Tao,r1,2025 Worlds
Suparinpei,41.9,8.38,TRUE,Grace Lau,r1,2025 Worlds
Chatanyara,41.7,8.34,FALSE,Ana Cruz,r2,2025 Worlds
Suparinpei,42.1,8.42,TRUE,Terryana D'Onofrio,r2,2025 Worlds
Anan,41,8.2,FALSE,Sakura Kokumai,r2,2025 Worlds
Papuren,42.6,8.52,TRUE,Maho Ono,r2,2025 Worlds
Papuren,40.7,8.14,TRUE,Xenou Georgia Archontia,r2,2025 Worlds
Ohan Dai,40,8,FALSE,Chiara Manca,r2,2025 Worlds
Sochin,40.6,8.12,FALSE,Aya Hesham,r2,2025 Worlds
Chibana,42.2,8.44,TRUE,Grace Lau,r2,2025 Worlds
Papuren,41.5,8.3,FALSE,Terryana D'Onofrio,r3,2025 Worlds
Chatanyara,42.5,8.5,TRUE,Maho Ono,r3,2025 Worlds
Anan Dai,41.5,8.3,FALSE,Xenou Georgia Archontia,r3,2025 Worlds
Papuren,43.6,8.72,TRUE,Grace Lau,r3,2025 Worlds
Chibana,43.3,8.66,FALSE,Maho Ono,r4,2025 Worlds
Chatanyara,46.1,9.22,TRUE,Grace Lau,r4,2025 Worlds
Suparinpei,42.1,8.42,FALSE,Sakura Kokumai,rpc,2025 Worlds
Suparinpei,42.4,8.48,TRUE,Terryana D'Onofrio,rpc,2025 Worlds
Gojushiho Dai,42.6,8.52,TRUE,Aya Hesham,rpc,2025 Worlds
Chatanyara,41.8,8.36,FALSE,Xenou Georgia Archontia,rpc,2025 Worlds
